Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,Scan Type,High-Level Science Products,Ang Sep (')
string,string,ra,dec,integer,datetime,datetime,float,string,string,string,float,integer,datetime,string,string,integer,float
N62BNR020,POST-SAA-DARK,03 32 24.672,-27 53 11.07,0,2008-06-25 22:08:25,2008-06-25 22:16:58,486.718,NICMOS,NIC2-FIX,BLANK,0.000,8795,2008-06-26 05:36:18,N62BNR020,,,1.281
N62BNT020,POST-SAA-DARK,03 32 24.672,-27 53 11.07,0,2008-06-26 01:25:40,2008-06-26 01:34:13,486.718,NICMOS,NIC2-FIX,BLANK,0.000,8795,2008-06-26 05:42:44,N62BNT020,,,1.281
JB6O32010,ANY,03 32 17.927,-27 51 10.06,111,2009-09-09 10:51:13,2009-09-09 19:29:54,10964.000,ACS   ,WFC,F658N;CLEAR2L,6583.955,11359,2009-09-10 03:50:25,JB6O32010,,,1.309
N62B21010,POST-SAA-DARK,03 32 24.309,-27 51 26.21,0,2007-09-25 12:28:25,2007-09-25 12:36:58,486.718,NICMOS,NIC1-FIX,BLANK,0.000,8795,2007-09-26 15:29:00,N62B21010,,,1.315
JBEUGW010,GOODS-SD5,03 32 14.256,-27 52 35.47,86,2010-10-08 20:03:48,2010-10-08 20:47:27,1936.000,ACS   ,WFC,CLEAR1L;F814W,8044.989,12061,2010-10-09 01:41:32,JBEUGW010,,51,1.322
J94TFOT5Q,BIAS,03 32 24.820,-27 53 12.86,0,2005-06-03 02:40:19,2005-06-03 02:40:18,0.000,ACS   ,HRC,F775W;F330W,0.000,10389,2005-06-03 08:38:25,,,,1.325
J94TFOT6Q,BIAS,03 32 24.820,-27 53 12.86,0,2005-06-03 02:41:13,2005-06-03 02:41:04,0.000,ACS   ,WFC,F502N;F660N,0.000,10389,2005-06-03 08:38:30,,,,1.325
N62B22010,POST-SAA-DARK,03 32 24.013,-27 51 20.23,0,2007-09-25 14:07:27,2007-09-25 14:16:00,486.718,NICMOS,NIC1-FIX,BLANK,0.000,8795,2007-09-26 15:32:08,N62B22010,,,1.346
U8LP9N03M,GOODS,03 32 24.142,-27 51 20.84,3,2003-09-12 16:32:15,2003-09-12 16:48:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-13 02:13:34,U8LP9N03M,,,1.357
U8LP9N04M,GOODS,03 32 24.142,-27 51 20.84,3,2003-09-12 16:51:15,2003-09-12 17:07:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-13 02:15:33,U8LP9N04M,,,1.357
O8KE5L010,NONE,03 32 24.142,-27 51 20.84,1,2003-09-12 17:32:32,2003-09-12 17:33:58,0.600,STIS  ,0.05X31NDB,MIRVIS,0.000,9620,2003-09-13 02:06:40,,,,1.357
O8KE5L020,NONE,03 32 24.142,-27 51 20.84,1,2003-09-12 17:41:37,2003-09-12 17:46:02,0.600,STIS  ,0.05X31NDB,MIRVIS,0.000,9620,2003-09-13 02:07:11,,,,1.357
O8KE5L030,NONE,03 32 24.142,-27 51 20.84,1,2003-09-12 17:47:28,2003-09-12 17:48:51,0.600,STIS  ,0.05X31NDB,MIRVIS,0.000,9620,2003-09-13 02:07:41,,,,1.357
O8KE5LVZQ,NONE,03 32 24.142,-27 51 20.84,1,2003-09-12 17:31:10,2003-09-12 17:31:10,0.300,STIS  ,0.05X31NDB,MIRVIS,0.000,9620,2003-09-13 02:06:09,,,,1.357
O8KE5LW2Q,NONE,03 32 24.142,-27 51 20.84,1,2003-09-12 17:35:24,2003-09-12 17:35:24,0.300,STIS  ,0.05X31NDB,MIRVIS,0.000,9620,2003-09-13 02:06:09,,,,1.357
O8KE5LW3Q,NONE,03 32 24.142,-27 51 20.84,1,2003-09-12 17:38:52,2003-09-12 17:38:52,0.300,STIS  ,0.05X31NDB,MIRVIS,0.000,9620,2003-09-13 02:06:10,,,,1.357
O8KE5LW4Q,NONE,03 32 24.142,-27 51 20.84,1,2003-09-12 17:40:14,2003-09-12 17:40:14,0.300,STIS  ,0.05X31NDB,MIRVIS,0.000,9620,2003-09-13 02:06:40,,,,1.357
J8E670020,ANY,03 32 24.004,-27 53 27.46,548,2002-12-20 11:34:16,2002-12-20 11:52:28,828.000,ACS   ,HRC,F555W;CLEAR2S,5355.562,9425,2002-12-20 20:12:26,J8E670020,,,1.372
J8E670040,ANY,03 32 24.004,-27 53 27.46,548,2002-12-20 11:57:28,2002-12-20 12:15:40,828.000,ACS   ,HRC,F892N;CLEAR2S,8916.061,9425,2002-12-20 20:44:23,J8E670040,,,1.372
J8E670060,ANY,03 32 24.004,-27 53 27.46,548,2002-12-20 13:06:16,2002-12-20 13:47:40,1696.000,ACS   ,HRC,G800L;CLEAR2S,7502.135,9425,2002-12-21 05:06:57,J8E670060,,,1.372
IBEVFTFGQ,GOODS-SD5-VFT,03 32 20.836,-27 50 59.23,77,2011-11-03 17:32:52,2011-11-03 17:41:15,502.934,WFC3  ,IR-FIX,F125W,12486.060,12062,2011-11-03 19:48:41,IBEVFTFGQ,,39,1.401
IBEVFTFRQ,GOODS-SD5-VFT,03 32 20.777,-27 50 58.81,77,2011-11-03 18:01:57,2011-11-03 18:10:20,502.936,WFC3  ,IR-FIX,F125W,12486.060,12062,2011-11-04 14:23:44,IBEVFTFRQ,,39,1.407
IBEVFTFUQ,GOODS-SD5-VFT,03 32 20.818,-27 50 58.77,77,2011-11-03 18:12:22,2011-11-03 18:19:36,434.000,WFC3  ,UVIS-CENTER,F350LP,5859.400,12062,2011-11-04 14:24:18,IBEVFTFUQ,,,1.408
IBEVFTFJQ,GOODS-SD5-VFT,03 32 20.871,-27 50 58.84,77,2011-11-03 17:42:17,2011-11-03 17:50:40,502.934,WFC3  ,IR-FIX,F160W,15369.176,12062,2011-11-03 20:17:29,IBEVFTFJQ,,40,1.408
IBEVFTFNQ,GOODS-SD5-VFT,03 32 20.813,-27 50 58.42,77,2011-11-03 17:51:42,2011-11-03 18:00:55,552.937,WFC3  ,IR-FIX,F160W,15369.176,12062,2011-11-04 14:23:17,IBEVFTFNQ,,40,1.414
JBVQG2D4Q,BIAS,03 32 26.003,-27 51 48.12,0,2012-02-27 07:58:11,2012-02-27 07:58:02,0.000,ACS   ,WFC,F502N;F660N,0.000,12729,2012-02-27 12:11:21,JBVQG2D4Q,,,1.415
JBVQG3DOQ,BIAS,03 32 26.003,-27 51 48.12,0,2012-02-27 09:34:11,2012-02-27 09:34:02,0.000,ACS   ,WFC,F502N;F660N,0.000,12729,2012-02-27 12:55:36,JBVQG3DOQ,,,1.415
JBVQG2D5Q,DARK,03 32 26.003,-27 51 48.12,0,2012-02-27 08:00:28,2012-02-27 08:17:49,1040.000,ACS   ,WFC,F502N;F660N,0.000,12729,2012-02-27 12:11:55,JBVQG2D5Q,,,1.415
JBVQG3DPQ,DARK,03 32 26.003,-27 51 48.12,0,2012-02-27 09:36:28,2012-02-27 09:53:49,1040.000,ACS   ,WFC,F502N;F660N,0.000,12729,2012-02-27 13:00:05,JBVQG3DPQ,,,1.415
U8LP9Y01M,GOODS,03 32 24.142,-27 51 16.22,3,2003-09-09 16:40:15,2003-09-09 16:56:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-09 22:50:19,U8LP9Y01M,,,1.416
U8LP9Y02M,GOODS,03 32 24.142,-27 51 16.22,3,2003-09-09 16:59:15,2003-09-09 17:10:55,700.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-09 22:51:35,U8LP9Y02M,,,1.416
OBW53B010,BIAS,03 32 26.015,-27 51 48.22,0,2012-02-27 06:24:42,2012-02-27 06:37:11,0.000,STIS  ,F28X50LP,MIRVIS,0.000,12743,2012-02-27 10:23:37,,,,1.416
OBW53B020,BIAS,03 32 26.015,-27 51 48.22,0,2012-02-27 06:40:52,2012-02-27 06:42:20,0.000,STIS  ,F28X50LP,MIRVIS,0.000,12743,2012-02-27 10:23:52,,,,1.416
N6287C020,POST-SAA-DARK,03 32 14.557,-27 53 04.52,0,2005-02-27 10:49:11,2005-02-27 10:57:44,486.718,NICMOS,NIC2-FIX,BLANK,0.000,8792,2005-02-28 00:12:24,N6287C020,,,1.420
IBWJQ1030,ANY,03 32 26.023,-27 51 47.17,9,2012-02-27 07:18:13,2012-02-27 07:35:33,910.000,WFC3  ,UVIS-IR-FIX,F606W,5885.550,12461,2012-02-27 15:03:22,IBWJQ1030,,,1.425
IBWJQ2020,ANY,03 32 26.023,-27 51 47.17,9,2012-02-27 08:54:12,2012-02-27 09:12:36,976.000,WFC3  ,UVIS-IR-FIX,F850LP,9189.250,12461,2012-02-27 12:20:02,IBWJQ2020,,,1.425
IBWJQ1CSQ,ANY,03 32 26.035,-27 51 47.27,9,2012-02-27 07:06:22,2012-02-27 07:16:25,602.934,WFC3  ,IR-FIX,F125W,12486.060,12461,2012-02-27 11:16:29,IBWJQ1CSQ,,4,1.427
IBWJQ2DCQ,ANY,03 32 26.035,-27 51 47.27,9,2012-02-27 08:42:08,2012-02-27 08:52:11,602.934,WFC3  ,IR-FIX,F160W,15369.176,12461,2012-02-27 12:16:54,IBWJQ2DCQ,,4,1.427
IBWJQ1CPQ,ANY,03 32 26.040,-27 51 47.02,9,2012-02-27 06:54:27,2012-02-27 07:05:20,652.938,WFC3  ,IR-FIX,F125W,12486.060,12461,2012-02-27 11:16:07,IBWJQ1CPQ,,4,1.430
IBWJQ2D9Q,ANY,03 32 26.040,-27 51 47.02,9,2012-02-27 08:30:13,2012-02-27 08:41:06,652.938,WFC3  ,IR-FIX,F160W,15369.176,12461,2012-02-27 12:16:25,IBWJQ2D9Q,,4,1.430
U8LP9O02M,GOODS,03 32 24.962,-27 51 24.67,3,2003-09-14 14:56:15,2003-09-14 15:06:15,600.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-15 00:01:19,U8LP9O02M,,,1.437
U8LP9O03M,GOODS,03 32 24.962,-27 51 24.67,3,2003-09-14 15:09:15,2003-09-14 15:25:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-15 00:02:29,U8LP9O03M,,,1.437
U8LP9O04M,GOODS,03 32 24.962,-27 51 24.67,3,2003-09-14 15:28:15,2003-09-14 15:36:35,500.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-15 00:03:46,U8LP9O04M,,,1.437
O8KE5XV8Q,NONE,03 32 24.962,-27 51 24.67,1,2003-09-14 15:55:34,2003-09-14 15:55:35,0.900,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-14 23:54:08,,,,1.437
O8KE5XV9Q,NONE,03 32 24.962,-27 51 24.67,1,2003-09-14 15:56:57,2003-09-14 15:56:58,0.900,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-14 23:54:18,,,,1.437
O8KE5XVAQ,NONE,03 32 24.962,-27 51 24.67,1,2003-09-14 15:58:23,2003-09-14 15:58:24,0.900,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-14 23:54:18,,,,1.437
O8KE5XVBQ,NONE,03 32 24.962,-27 51 24.67,1,2003-09-14 15:59:46,2003-09-14 15:59:47,0.900,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-14 23:54:19,,,,1.437
O8KE5XVCQ,NONE,03 32 24.962,-27 51 24.67,1,2003-09-14 16:01:12,2003-09-14 16:01:13,0.900,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-14 23:54:19,,,,1.437
O8KE5XVDQ,NONE,03 32 24.962,-27 51 24.67,1,2003-09-14 16:02:35,2003-09-14 16:02:36,0.900,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-14 23:54:19,,,,1.437
O8KE5XVEQ,NONE,03 32 24.962,-27 51 24.67,1,2003-09-14 16:04:01,2003-09-14 16:04:02,0.900,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-14 23:54:49,,,,1.437
O8KE5XVGQ,NONE,03 32 24.962,-27 51 24.67,1,2003-09-14 16:08:23,2003-09-14 16:08:24,0.900,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-14 23:55:20,,,,1.437
O8KE5XVHQ,NONE,03 32 24.962,-27 51 24.67,1,2003-09-14 16:09:49,2003-09-14 16:09:50,0.900,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-14 23:55:50,,,,1.437
O8KE5XVIQ,NONE,03 32 24.962,-27 51 24.67,1,2003-09-14 16:11:12,2003-09-14 16:11:13,0.900,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-14 23:55:51,,,,1.437
O8KE5XVJQ,NONE,03 32 24.962,-27 51 24.67,1,2003-09-14 16:12:38,2003-09-14 16:12:39,0.900,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-14 23:55:51,,,,1.437
JBEUIV010,ANY,03 32 25.338,-27 51 28.52,86,2011-01-12 02:14:00,2011-01-12 02:58:29,1986.000,ACS   ,WFC,CLEAR1L;F814W,8044.989,12061,2011-01-12 07:17:03,JBEUIV010,,44,1.459
N62B23010,POST-SAA-DARK,03 32 24.465,-27 51 16.31,0,2007-09-25 15:46:34,2007-09-25 15:55:07,486.718,NICMOS,NIC1-FIX,BLANK,0.000,8795,2007-09-26 15:36:16,N62B23010,,,1.461
U8ITZF02M,GOODS,03 32 24.132,-27 51 11.60,6,2003-09-05 19:42:15,2003-09-05 19:52:15,600.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-06 00:11:44,U8ITZF02M,,,1.476
U8ITZF03M,GOODS,03 32 24.132,-27 51 11.60,6,2003-09-05 19:55:15,2003-09-05 20:11:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-06 00:14:21,U8ITZF03M,,,1.476
U8ITZF04M,GOODS,03 32 24.132,-27 51 11.60,6,2003-09-05 20:14:15,2003-09-05 20:22:35,500.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-06 00:16:32,U8ITZF04M,,,1.476
U8LPA701M,GOODS,03 32 24.962,-27 51 20.05,3,2003-09-10 21:28:15,2003-09-10 21:44:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-11 10:03:33,U8LPA701M,,,1.490
U8LPA702M,GOODS,03 32 24.962,-27 51 20.05,3,2003-09-10 21:47:15,2003-09-10 21:58:55,700.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-11 10:04:41,U8LPA702M,,,1.490
N629Z1020,POST-SAA-DARK,03 32 13.388,-27 52 23.72,0,2006-06-29 17:15:32,2006-06-29 17:24:06,486.718,NICMOS,NIC2-FIX,BLANK,0.000,8793,2006-06-30 16:56:49,N629Z1020,,,1.497
N91H12010,GOODS-S-G07688,03 32 18.233,-27 50 56.18,7,2006-07-25 01:13:45,2006-07-25 03:35:55,5375.735,NICMOS,NIC2-FIX,F160W,16030.400,10258,2007-07-25 15:58:16,N91H12010,,,1.505
N9R406010,ECDFS-4937,03 32 13.293,-27 52 26.25,4,2006-06-29 16:06:07,2006-06-29 19:58:56,8063.616,NICMOS,NIC2-FIX,F160W,16030.400,10808,2007-06-30 17:06:51,N9R406010,,,1.519
O8J31CKPQ,DARK,03 32 24.122,-27 51 06.98,0,2003-09-01 22:15:17,2003-09-01 22:38:17,1380.000,STIS  ,F28X50LP,MIRVIS,0.000,9615,2003-09-02 02:04:40,,,,1.537
U8ITZH01M,GOODS,03 32 24.122,-27 51 06.98,6,2003-09-01 21:29:15,2003-09-01 21:45:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-02 02:13:13,U8ITZH01M,,,1.537
U8ITZH02M,GOODS,03 32 24.122,-27 51 06.98,6,2003-09-01 21:48:15,2003-09-01 21:56:35,500.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-02 02:14:25,U8ITZH02M,,,1.537
O8KE5W010,BIAS,03 32 22.399,-27 50 55.17,1,2003-09-14 14:30:13,2003-09-14 14:30:57,0.000,STIS  ,0.05X31NDA,G430M,0.000,9620,2003-09-14 21:31:45,,,,1.542
O8KE5W020,BIAS,03 32 22.399,-27 50 55.17,1,2003-09-14 14:31:41,2003-09-14 14:32:28,0.000,STIS  ,0.05X31NDA,G430M,0.000,9620,2003-09-14 21:32:16,,,,1.542
O8KE5W030,BIAS,03 32 22.399,-27 50 55.17,1,2003-09-14 14:33:15,2003-09-14 14:34:02,0.000,STIS  ,0.05X31NDA,G430M,0.000,9620,2003-09-14 21:32:16,,,,1.542
O8KE5W040,BIAS,03 32 22.399,-27 50 55.17,1,2003-09-14 14:34:49,2003-09-14 14:38:35,0.000,STIS  ,0.05X31NDA,G430M,0.000,9620,2003-09-14 21:32:46,,,,1.542
U8LP9O01M,GOODS,03 32 22.399,-27 50 55.17,3,2003-09-14 13:32:15,2003-09-14 13:48:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-14 21:36:18,U8LP9O01M,,,1.542
U8LPAU01M,GOODS,03 32 22.399,-27 50 55.17,3,2003-09-14 13:21:15,2003-09-14 13:25:35,260.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-14 15:14:39,U8LPAU01M,,,1.542
U8LPAV01M,GOODS,03 32 22.399,-27 50 55.17,3,2003-09-14 13:54:15,2003-09-14 14:02:35,500.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-14 21:37:27,U8LPAV01M,,,1.542
O8KE5WU9Q,NONE,03 32 22.399,-27 50 55.17,1,2003-09-14 14:21:27,2003-09-14 14:21:27,0.600,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-14 21:30:13,,,,1.542
O8KE5WUAQ,NONE,03 32 22.399,-27 50 55.17,1,2003-09-14 14:22:50,2003-09-14 14:22:50,0.600,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-14 21:30:14,,,,1.542
O8KE5WUBQ,NONE,03 32 22.399,-27 50 55.17,1,2003-09-14 14:24:16,2003-09-14 14:24:16,0.600,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-14 21:30:44,,,,1.542
O8KE5WUCQ,NONE,03 32 22.399,-27 50 55.17,1,2003-09-14 14:25:39,2003-09-14 14:25:39,0.600,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-14 21:30:44,,,,1.542
O8KE5WUDQ,NONE,03 32 22.399,-27 50 55.17,1,2003-09-14 14:27:05,2003-09-14 14:27:05,0.600,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-14 21:30:45,,,,1.542
N629Z2020,POST-SAA-DARK,03 32 13.184,-27 52 20.38,0,2006-06-29 18:57:49,2006-06-29 19:06:23,486.718,NICMOS,NIC2-FIX,BLANK,0.000,8793,2006-06-30 09:35:25,N629Z2020,,,1.542
U8GT5001M,BIAS,03 32 24.952,-27 51 15.43,1,2003-09-08 18:59:15,2003-09-08 18:59:15,0.000,WFPC2 ,WFALL,F300W,2987.000,9596,2003-09-09 13:10:07,,,,1.544
U8GT5002M,BIAS,03 32 24.952,-27 51 15.43,1,2003-09-08 19:01:15,2003-09-08 19:01:15,0.000,WFPC2 ,WFALL,F300W,2987.000,9596,2003-09-09 13:11:19,,,,1.544
U8GT5003M,BIAS,03 32 24.952,-27 51 15.43,1,2003-09-08 19:03:15,2003-09-08 19:03:15,0.000,WFPC2 ,WFALL,F300W,2987.000,9596,2003-09-09 13:13:01,,,,1.544
U8GT5004M,BIAS,03 32 24.952,-27 51 15.43,1,2003-09-08 19:05:15,2003-09-08 19:05:15,0.000,WFPC2 ,WFALL,F300W,2987.000,9596,2003-09-09 13:14:11,,,,1.544
U8GT5007M,BIAS,03 32 24.952,-27 51 15.43,1,2003-09-08 19:12:15,2003-09-08 19:12:15,0.000,WFPC2 ,WFALL,F555W,5439.000,9596,2003-09-09 13:17:36,,,,1.544
U8GT5008M,BIAS,03 32 24.952,-27 51 15.43,1,2003-09-08 19:14:15,2003-09-08 19:14:15,0.000,WFPC2 ,WFALL,F555W,5439.000,9596,2003-09-09 13:18:45,,,,1.544
U8GT5009M,BIAS,03 32 24.952,-27 51 15.43,1,2003-09-08 19:16:15,2003-09-08 19:16:15,0.000,WFPC2 ,WFALL,F555W,5439.000,9596,2003-09-09 13:20:29,,,,1.544
U8GT500AM,BIAS,03 32 24.952,-27 51 15.43,1,2003-09-08 19:18:15,2003-09-08 19:18:15,0.000,WFPC2 ,WFALL,F555W,5439.000,9596,2003-09-09 13:21:07,,,,1.544
O8J31BK0Q,DARK,03 32 24.952,-27 51 15.43,0,2003-09-08 19:04:19,2003-09-08 19:27:19,1380.000,STIS  ,F28X50LP,MIRVIS,0.000,9615,2003-09-09 13:02:45,,,,1.544
U8LP9W01M,GOODS,03 32 24.952,-27 51 15.43,3,2003-09-08 18:15:15,2003-09-08 18:31:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-09 13:08:48,U8LP9W01M,,,1.544
U8LP9W02M,GOODS,03 32 24.952,-27 51 15.43,3,2003-09-08 18:34:15,2003-09-08 18:45:55,700.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-09 13:09:33,U8LP9W02M,,,1.544
U8GT5005M,INTFLAT,03 32 24.952,-27 51 15.43,1,2003-09-08 19:08:15,2003-09-08 19:08:25,10.000,WFPC2 ,WFALL,F555W,5439.000,9596,2003-09-09 13:14:47,U8GT5005M,,,1.544
U8GT5006M,INTFLAT,03 32 24.952,-27 51 15.43,1,2003-09-08 19:10:15,2003-09-08 19:10:25,10.000,WFPC2 ,WFALL,F555W,5439.000,9596,2003-09-09 13:16:27,U8GT5006M,,,1.544
U8GT500BM,INTFLAT,03 32 24.952,-27 51 15.43,1,2003-09-08 19:20:15,2003-09-08 19:20:35,20.000,WFPC2 ,WFALL,F555W,5439.000,9596,2003-09-09 13:22:19,U8GT500BM,,,1.544
U8GT500CM,INTFLAT,03 32 24.952,-27 51 15.43,1,2003-09-08 19:22:15,2003-09-08 19:22:35,20.000,WFPC2 ,WFALL,F555W,5439.000,9596,2003-09-09 13:22:54,U8GT500CM,,,1.544
U8LPAB01M,GOODS,03 32 26.704,-27 51 50.34,3,2003-09-12 18:07:15,2003-09-12 18:23:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-13 02:17:50,U8LPAB01M,,,1.544
U8LPAB02M,GOODS,03 32 26.704,-27 51 50.34,3,2003-09-12 18:29:15,2003-09-12 18:42:35,800.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-13 03:07:31,U8LPAB02M,,,1.544
O8KE5M010,NONE,03 32 26.704,-27 51 50.34,1,2003-09-12 19:05:05,2003-09-12 19:06:28,0.600,STIS  ,0.05X31NDB,MIRVIS,0.000,9620,2003-09-13 14:44:57,,,,1.544
O8KE5M020,NONE,03 32 26.704,-27 51 50.34,1,2003-09-12 19:07:51,2003-09-12 19:09:17,0.600,STIS  ,0.05X31NDB,MIRVIS,0.000,9620,2003-09-13 14:44:57,,,,1.544
O8KE5M030,NONE,03 32 26.704,-27 51 50.34,1,2003-09-12 19:10:43,2003-09-12 19:12:06,0.600,STIS  ,0.05X31NDB,MIRVIS,0.000,9620,2003-09-13 14:44:57,,,,1.544
J9X159020,ANY,03 32 13.927,-27 53 05.64,30,2007-10-25 10:40:52,2007-10-25 14:33:38,7314.000,ACS   ,SBC,F150LP;N/A;F150LP,1612.229,11082,2007-10-25 21:18:24,J9X159020,,,1.552
O8KE5K010,BIAS,03 32 21.579,-27 50 51.34,1,2003-09-12 16:09:33,2003-09-12 16:10:17,0.000,STIS  ,0.05X31NDA,G430M,0.000,9620,2003-09-13 02:04:36,,,,1.556
O8KE5K020,BIAS,03 32 21.579,-27 50 51.34,1,2003-09-12 16:11:01,2003-09-12 16:11:48,0.000,STIS  ,0.05X31NDA,G430M,0.000,9620,2003-09-13 02:04:36,,,,1.556
O8KE5K030,BIAS,03 32 21.579,-27 50 51.34,1,2003-09-12 16:12:35,2003-09-12 16:13:19,0.000,STIS  ,0.05X31NDA,G430M,0.000,9620,2003-09-13 02:04:36,,,,1.556
U8LP9N01M,GOODS,03 32 21.579,-27 50 51.34,3,2003-09-12 14:56:15,2003-09-12 15:12:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-13 00:14:56,U8LP9N01M,,,1.556
U8LP9N02M,GOODS,03 32 21.579,-27 50 51.34,3,2003-09-12 15:15:15,2003-09-12 15:31:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-13 00:16:06,U8LP9N02M,,,1.556
O8KE5JU3Q,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 14:28:01,2003-09-12 14:28:01,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 00:10:32,,,,1.556
O8KE5JU4Q,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 14:29:24,2003-09-12 14:29:24,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 00:10:32,,,,1.556
O8KE5JU5Q,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 14:30:50,2003-09-12 14:30:50,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 00:11:03,,,,1.556
O8KE5JU6Q,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 14:32:13,2003-09-12 14:32:13,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 00:11:03,,,,1.556
O8KE5JU7Q,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 14:33:39,2003-09-12 14:33:39,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 00:11:03,,,,1.556
O8KE5JU8Q,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 14:37:07,2003-09-12 14:37:07,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 00:11:03,,,,1.556
O8KE5JU9Q,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 14:38:29,2003-09-12 14:38:29,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 00:11:04,,,,1.556
O8KE5JUBQ,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 14:42:54,2003-09-12 14:42:54,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 00:12:04,,,,1.556
O8KE5JUCQ,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 14:44:17,2003-09-12 14:44:17,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 00:12:04,,,,1.556
O8KE5JUDQ,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 14:45:43,2003-09-12 14:45:43,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 00:12:05,,,,1.556
O8KE5KUZQ,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 15:57:18,2003-09-12 15:57:18,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 02:03:03,,,,1.556
O8KE5KV0Q,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 15:58:41,2003-09-12 15:58:41,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 02:03:03,,,,1.556
O8KE5KV1Q,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 16:00:07,2003-09-12 16:00:07,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 02:03:04,,,,1.556
O8KE5KV2Q,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 16:01:30,2003-09-12 16:01:30,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 02:03:04,,,,1.556
